customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C100603,Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,One year,No,Credit card,78.74,1782.7,0
C100604,Female,0,Yes,Yes,32,No,No phone service,Fiber optic,Yes,No,No,No,No,One year,Yes,Credit card,78.73,2513.01,0
C100605,Female,1,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.08,406.64,0
C100606,Male,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,26.53,1681.29,0
C100607,Female,1,Yes,Yes,72,Yes,Yes,DSL,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.9,4604.43,0
C100608,Female,0,Yes,No,6,No,No phone service,DSL,No,No,No,No,Yes,Month-to-month,No,Electronic check,54.63,323.42,0
C100609,Female,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,89.08,4624.28,0
C100610,Female,1,Yes,No,24,Yes,Yes,DSL,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,65.93,1588.12,0
C100611,Male,0,No,No,3,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.47,161.36,1
C100612,Female,1,No,No,67,Yes,No,DSL,No,No,No,No,Yes,One year,Yes,Mailed check,55.15,3694.37,0
C100613,Male,1,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.89,85.14,1
C100614,Female,0,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,One year,Yes,Electronic check,90.39,1342.24,1
C100615,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.43,91.08,0
C100616,Male,1,Yes,Yes,34,Yes,No,DSL,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,64.43,2248.82,0
C100617,Male,1,No,No,43,Yes,No,DSL,No,Yes,No,No,Yes,One year,No,Electronic check,63.48,2694.24,0
C100618,Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,96.77,2232.24,1
C100619,Male,1,Yes,No,5,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Electronic check,52.9,249.31,1
C100620,Male,0,Yes,No,8,No,No phone service,DSL,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,61.12,500.5,0
C100621,Male,0,No,No,68,Yes,Yes,DSL,Yes,No,No,Yes,No,One year,Yes,Electronic check,67.06,4561.3,0
C100622,Male,1,No,Yes,58,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.54,4802.43,1
C100623,Male,0,Yes,No,68,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,73.76,5039.24,0
C100624,Female,1,Yes,No,38,No,No phone service,DSL,Yes,No,No,Yes,No,Two year,No,Mailed check,62.94,2395.65,0
C100625,Male,1,No,No,39,Yes,Yes,DSL,No,Yes,No,No,Yes,Two year,Yes,Credit card,66.93,2633.03,0
C100626,Male,1,Yes,No,57,Yes,No,DSL,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,69.18,3896.19,0
C100627,Male,1,Yes,No,45,Yes,Yes,DSL,No,No,No,No,Yes,One year,No,Mailed check,65.73,2989.45,0
C100628,Female,0,Yes,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,92.92,2887.98,0
C100629,Male,0,Yes,Yes,21,No,No phone service,DSL,No,No,No,No,No,Two year,Yes,Electronic check,45.17,970.22,0
C100630,Female,1,No,Yes,35,Yes,Yes,DSL,No,No,Yes,No,Yes,Month-to-month,No,Credit card,71.22,2468.37,0
C100631,Male,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,No,Credit card,100.1,383.78,1
C100632,Male,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,92.19,1293.57,0
C100633,Male,1,No,No,53,Yes,No,DSL,No,No,No,No,No,Two year,Yes,Mailed check,46.13,2444.35,0
C100634,Male,0,No,No,63,Yes,No,DSL,No,Yes,Yes,No,No,Two year,Yes,Bank transfer,59.38,3746.54,0
C100635,Female,1,Yes,No,7,Yes,No,DSL,No,No,No,Yes,No,Month-to-month,No,Mailed check,56.43,416.68,0
C100636,Male,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.62,137.04,0
C100637,Male,1,No,Yes,6,Yes,Yes,DSL,Yes,Yes,No,No,No,One year,Yes,Credit card,62.77,396.12,1
C100638,Female,0,Yes,No,57,Yes,Yes,DSL,No,No,Yes,No,Yes,Two year,Yes,Electronic check,69.16,3942.24,0
C100639,Female,0,No,Yes,22,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer,106.05,2329.0,0
C100640,Female,1,No,No,23,Yes,No,DSL,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,67.01,1511.84,0
C100641,Female,0,Yes,No,0,Yes,No,DSL,No,Yes,No,No,Yes,One year,Yes,Electronic check,64.4,10.06,1
C100642,Female,0,No,No,70,Yes,Yes,DSL,No,Yes,Yes,No,No,Two year,Yes,Mailed check,69.11,4789.09,0
C100643,Male,1,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,100.34,3123.63,1
C100644,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,92.33,5325.03,0
C100645,Male,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Bank transfer,74.72,3811.58,0
C100646,Male,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,101.23,1009.92,1
C100647,Female,1,No,No,58,Yes,No,DSL,No,Yes,No,Yes,Yes,One year,Yes,Credit card,66.54,3882.63,0
C100648,Female,1,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.33,809.58,0
C100649,Female,1,No,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,89.22,3911.76,0
C100650,Male,0,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,91.7,1273.61,1
C100651,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,Two year,No,Electronic check,87.65,5372.21,0
C100652,Male,0,Yes,No,68,Yes,No,DSL,No,No,No,Yes,Yes,Two year,Yes,Credit card,68.34,4657.56,0
C100653,Female,1,Yes,No,29,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,No,Electronic check,52.79,1523.27,1
C100654,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,One year,No,Electronic check,89.17,530.32,0
C100655,Female,0,Yes,No,61,Yes,Yes,DSL,No,No,No,No,Yes,Month-to-month,No,Bank transfer,63.64,3850.62,0
C100656,Female,1,Yes,No,64,No,No phone service,Fiber optic,No,No,No,No,No,Two year,Yes,Bank transfer,73.26,4696.53,0
C100657,Female,1,No,No,36,Yes,No,DSL,No,Yes,Yes,No,No,One year,Yes,Credit card,60.35,2137.58,0
C100658,Male,1,Yes,Yes,42,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,75.43,3182.89,0
C100659,Male,0,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,24.35,392.21,0
C100660,Male,1,Yes,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,96.62,434.2,1
C100661,Female,1,No,No,68,Yes,No,Fiber optic,No,No,No,No,No,One year,Yes,Mailed check,74.96,5075.61,0
C100662,Male,0,No,No,35,Yes,Yes,DSL,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,66.2,2314.78,0
C100663,Male,1,Yes,Yes,20,Yes,No,Fiber optic,No,Yes,No,No,No,One year,Yes,Bank transfer,79.32,1622.27,1
C100664,Female,1,No,No,50,Yes,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.84,4365.67,0
C100665,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Electronic check,71.59,57.66,0
C100666,Female,1,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.77,428.32,1
C100667,Female,1,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,Yes,No,No,Two year,Yes,Bank transfer,85.96,1461.43,1
C100668,Female,1,Yes,No,32,Yes,Yes,DSL,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,63.95,2052.19,1
C100669,Male,1,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer,96.87,2504.66,0
C100670,Female,1,Yes,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,21.57,278.62,0
C100671,Female,1,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,Two year,Yes,Electronic check,75.54,1856.66,0
C100672,Female,0,No,No,24,No,No phone service,DSL,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.57,1288.44,0
C100673,Male,1,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,One year,Yes,Mailed check,89.37,3404.92,1
C100674,Female,1,No,No,41,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Two year,Yes,Electronic check,93.67,3835.99,0
C100675,Female,1,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.7,1612.42,0
C100676,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,104.77,6096.15,0
C100677,Male,0,Yes,No,21,No,No phone service,DSL,No,No,No,No,No,Two year,Yes,Bank transfer,50.84,1074.94,0
C100678,Female,1,No,No,65,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.78,3285.88,0
C100679,Female,1,No,No,38,Yes,No,Fiber optic,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,84.67,3211.7,1
C100680,Female,1,No,No,13,Yes,No,DSL,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,69.63,875.22,0
C100681,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Two year,No,Bank transfer,94.25,2241.5,0
C100682,Female,0,No,Yes,54,Yes,Yes,Fiber optic,No,No,No,Yes,No,Two year,Yes,Mailed check,89.5,4822.43,0
C100683,Female,1,Yes,No,59,Yes,No,Fiber optic,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.96,5096.05,0
C100684,Male,0,Yes,Yes,27,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card,74.13,1988.7,0
C100685,Female,1,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.04,992.26,1
C100686,Male,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.58,1271.38,1
C100687,Female,0,No,No,7,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.0,375.94,1
C100688,Male,1,No,Yes,51,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,94.08,4795.37,0
C100689,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,89.15,3226.88,1
C100690,Female,1,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,One year,Yes,Electronic check,83.63,2665.4,0
C100691,Female,1,No,No,49,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,74.51,3619.46,0
C100692,Female,1,Yes,No,60,Yes,Yes,DSL,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,61.9,3686.61,0
C100693,Female,0,No,No,58,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Credit card,75.5,4368.16,0
C100694,Male,0,No,No,10,Yes,No,DSL,No,No,No,Yes,No,Month-to-month,Yes,Credit card,55.35,528.48,0
C100695,Male,1,No,Yes,43,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,78.44,3380.92,1
C100696,Female,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.36,5773.68,0
C100697,Female,0,No,Yes,56,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,71.07,4027.56,1
C100698,Male,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,86.17,2033.32,0
C100699,Male,1,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.6,552.81,0
C100700,Female,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Two year,No,Mailed check,92.23,5879.9,0
C100701,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,One year,Yes,Credit card,87.51,165.15,1
C100702,Male,1,Yes,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,One year,Yes,Credit card,87.94,3344.49,0
C100703,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,Yes,Two year,Yes,Bank transfer,57.89,416.58,0
C100704,Male,1,No,No,65,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,75.1,4886.13,1
C100705,Female,1,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,One year,Yes,Electronic check,91.05,220.15,1
C100706,Male,1,Yes,No,1,Yes,Yes,DSL,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,58.18,49.11,0
C100707,Female,1,Yes,Yes,24,Yes,No,DSL,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card,68.12,1640.01,0
C100708,Male,0,No,Yes,14,Yes,Yes,DSL,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,64.56,924.3,1
C100709,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,No,Electronic check,89.29,3211.34,0
C100710,Female,0,No,No,21,Yes,No,DSL,No,No,No,Yes,No,One year,No,Bank transfer,56.97,1184.81,0
C100711,Female,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Mailed check,81.4,2070.97,0
C100712,Female,1,No,Yes,41,Yes,No,DSL,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,67.93,2797.94,0
C100713,Female,1,No,Yes,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,Two year,Yes,Electronic check,87.98,3516.77,0
C100714,Female,1,Yes,No,68,Yes,No,DSL,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,67.58,4575.09,0
C100715,Female,1,No,Yes,35,Yes,No,DSL,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,65.57,2297.42,0
C100716,Female,1,Yes,No,41,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,No,Credit card,76.87,3140.12,0
C100717,Male,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,96.37,4711.63,1
C100718,Male,0,No,Yes,12,No,No phone service,DSL,Yes,No,No,Yes,No,Two year,No,Bank transfer,61.3,747.7,0
C100719,Female,1,No,No,48,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,One year,Yes,Electronic check,87.96,4195.09,1
C100720,Male,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,97.81,6085.02,0
C100721,Female,1,Yes,No,23,Yes,No,DSL,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,62.26,1403.94,0
C100722,Female,1,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,One year,No,Credit card,93.44,1201.45,0
C100723,Male,1,No,No,25,Yes,Yes,DSL,Yes,No,No,No,Yes,One year,Yes,Credit card,65.01,1663.63,0
C100724,Female,1,No,Yes,20,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.15,1845.63,0
C100725,Male,1,Yes,No,42,Yes,No,DSL,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card,70.92,2980.69,1
C100726,Female,1,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,93.57,5875.8,0
C100727,Male,1,No,Yes,43,Yes,Yes,DSL,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,68.53,2936.4,0
C100728,Male,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Two year,Yes,Bank transfer,89.72,808.94,1
C100729,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,One year,No,Electronic check,77.76,1711.49,0
C100730,Female,1,No,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,20.9,1042.96,0
C100731,Male,1,Yes,Yes,24,Yes,No,Fiber optic,Yes,Yes,No,No,No,Two year,Yes,Electronic check,85.12,2042.18,0
C100732,Female,1,No,No,42,Yes,No,Fiber optic,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,89.1,3737.81,0
C100733,Female,1,Yes,No,50,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Electronic check,49.62,2452.39,1
C100734,Male,1,No,Yes,24,Yes,No,DSL,No,No,Yes,No,No,Two year,No,Electronic check,55.56,1323.02,1
C100735,Female,1,No,No,47,Yes,No,DSL,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,67.32,3182.16,0
C100736,Female,1,No,Yes,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,One year,Yes,Credit card,89.56,2569.74,1
C100737,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,No,Mailed check,88.61,793.74,0
C100738,Female,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,No,Two year,Yes,Mailed check,71.76,1921.13,0
C100739,Female,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,One year,Yes,Electronic check,83.51,2674.4,1
C100740,Female,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,One year,Yes,Electronic check,92.0,0.0,0
C100741,Female,1,Yes,No,65,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.38,5058.95,0
C100742,Female,0,Yes,Yes,38,Yes,Yes,DSL,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,64.96,2478.56,0
C100743,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Two year,Yes,Electronic check,86.28,146.32,0
C100744,Female,0,No,No,63,Yes,No,DSL,No,No,No,No,No,Two year,Yes,Electronic check,50.2,3175.9,0
C100745,Male,1,No,No,62,Yes,No,DSL,No,Yes,No,No,Yes,One year,No,Mailed check,64.86,4005.93,0
C100746,Female,1,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.6,0.0,1
C100747,Male,0,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.03,292.63,0
C100748,Male,1,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.26,2570.84,0
C100749,Male,1,Yes,Yes,37,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,53.21,1986.77,0
C100750,Female,1,No,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,93.02,4821.7,0
C100751,Male,1,Yes,No,30,Yes,Yes,DSL,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,64.4,1919.67,0
C100752,Male,1,No,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,One year,Yes,Bank transfer,85.97,3769.55,0
C100753,Female,0,No,Yes,0,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,62.1,0.0,0
C100754,Female,1,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,23.57,1153.36,0
C100755,Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,22.27,1482.53,0
C100756,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,One year,Yes,Electronic check,81.16,3118.21,0
C100757,Male,1,No,No,33,Yes,No,DSL,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,64.71,2180.78,1
C100758,Male,1,No,No,21,No,No phone service,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.28,1749.25,1
C100759,Female,1,No,No,69,Yes,Yes,DSL,Yes,No,No,No,Yes,One year,No,Bank transfer,68.89,4754.48,0
C100760,Male,0,Yes,No,2,No,No phone service,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,82.5,141.47,1
C100761,Female,0,Yes,No,20,Yes,No,DSL,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.27,1209.86,0
C100762,Female,0,Yes,Yes,10,Yes,Yes,DSL,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,63.48,622.2,0
C100763,Female,1,Yes,No,63,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.27,6044.11,1
C100764,Male,1,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,One year,Yes,Bank transfer,93.68,3257.82,1
C100765,Female,1,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,89.43,5989.11,1
C100766,Female,1,No,No,48,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,No,Bank transfer,55.17,2623.69,0
C100767,Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,78.89,3172.35,0
C100768,Male,0,Yes,No,37,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.44,2032.94,1
C100769,Male,0,No,No,14,Yes,No,DSL,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,73.36,1083.28,1
C100770,Female,0,No,Yes,41,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Two year,Yes,Credit card,91.46,3740.75,0
C100771,Female,0,No,No,50,Yes,No,DSL,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,65.72,3287.36,0
C100772,Male,0,No,No,70,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,No,Credit card,80.51,5609.82,0
C100773,Female,0,No,Yes,40,Yes,No,DSL,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,65.7,2662.17,0
C100774,Female,1,No,No,68,Yes,Yes,DSL,No,Yes,No,Yes,Yes,One year,No,Electronic check,75.02,5124.03,0
C100775,Female,0,No,No,68,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,100.41,6833.52,0
C100776,Male,0,No,No,38,Yes,No,DSL,No,No,No,No,Yes,Two year,Yes,Bank transfer,55.81,2093.96,0
C100777,Male,0,Yes,No,32,Yes,No,Fiber optic,No,No,Yes,No,Yes,One year,No,Electronic check,88.79,2845.62,1
C100778,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,100.12,978.78,0
C100779,Female,1,No,Yes,19,Yes,No,DSL,No,Yes,No,No,Yes,One year,Yes,Electronic check,60.39,1176.75,0
C100780,Female,0,Yes,Yes,64,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,82.9,5321.63,0
C100781,Female,0,No,Yes,10,Yes,Yes,DSL,Yes,No,No,No,No,Two year,Yes,Electronic check,59.84,600.31,0
C100782,Male,0,Yes,No,28,Yes,No,DSL,Yes,Yes,No,No,No,Two year,No,Bank transfer,63.6,1731.94,0
C100783,Male,1,Yes,No,51,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,74.79,3794.54,0
C100784,Male,1,Yes,Yes,17,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,One year,No,Mailed check,92.02,1578.14,0
C100785,Female,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.5,7514.59,1
C100786,Male,0,Yes,No,47,No,No phone service,Fiber optic,No,No,No,No,No,Month-to-month,No,Mailed check,75.09,3551.34,0
C100787,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.59,7.35,0
C100788,Female,0,No,No,18,No,No phone service,DSL,No,Yes,No,No,Yes,Two year,Yes,Electronic check,60.84,1101.06,0
C100789,Male,1,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.7,5674.0,0
C100790,Male,1,No,No,63,Yes,Yes,Fiber optic,No,No,No,No,No,One year,No,Credit card,78.51,4912.82,0
C100791,Male,1,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,17.5,1172.3,0
C100792,Female,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.02,1308.87,0
C100793,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,20.78,97.9,0
C100794,Male,0,No,No,53,Yes,No,DSL,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,66.43,3483.57,1
C100795,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,One year,Yes,Credit card,74.75,591.52,0
C100796,Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,Two year,Yes,Electronic check,81.99,403.41,1
C100797,Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,92.12,4602.96,0
C100798,Male,0,No,No,34,Yes,Yes,DSL,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,62.05,2098.49,1
C100799,Male,1,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.08,1169.8,0
C100800,Male,0,No,No,62,Yes,No,DSL,No,No,No,Yes,No,Month-to-month,No,Credit card,55.31,3428.42,0
C100801,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Bank transfer,77.83,398.01,1
C100802,Female,0,Yes,Yes,38,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Two year,No,Mailed check,85.69,3250.1,1
C100803,Female,0,No,No,60,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,No,Electronic check,55.76,3337.32,0
C100804,Female,0,No,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,One year,No,Credit card,87.57,2804.24,0
